,EpochLoss
287,0.0030600439058616757
288,0.003052034880965948
289,0.0030376670183613896
290,0.0030311933951452374
291,0.0030218068277463317
292,0.003010087413713336
293,0.0030022620921954513
294,0.0029901217203587294
295,0.0029819835908710957
296,0.002973981434479356
297,0.002964743645861745
298,0.0029555581277236342
299,0.0029442441882565618
